AP Ratio,District,Season,Avg Humidity,Crop Name,Transplant,Growth,NDVI_Season_Mean,EVI,LAI,FPAR,LST_Kelvin,Soil_Moisture_mm,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Silt,CN_Ratio,Dominant_Soil_Texture,Rainfall,Temp_Mean,Temp_Max,Temp_Min,Heat_Stress_Days,Wind_Mean,Wind_Max,Rain_Temp_Ratio
22.96551724,Bagerhat,Kharif 1,70.0,Safeda,April,No need to do,0.2671469327157075,-41.32489070226504,-1971.9314544901756,-2150.2843108692728,-1374.1847832690569,14.766031142770132,883.0219275597887,5.73,35.62,4.54,28.25,49.48,7.84,Loamy (Thịt/Phù sa),656.33,28.878196721311475,41.26,16.01,54,2.48188524590164,5.86,22.73
2.843137255,Bagerhat,Kharif 1,65.0,Taramind,February,March to April,0.2671469327157075,-41.32489070226504,-1971.9314544901756,-2150.2843108692728,-1374.1847832690569,14.766031142770132,883.0219275597887,5.73,35.62,4.54,28.25,49.48,7.84,Loamy (Thịt/Phù sa),656.33,28.878196721311475,41.26,16.01,54,2.48188524590164,5.86,22.73
1,Bagerhat,Kharif 1,70.0,Wood Apple,May,June to August,0.2671469327157075,-41.32489070226504,-1971.9314544901756,-2150.2843108692728,-1374.1847832690569,14.766031142770132,883.0219275597887,5.73,35.62,4.54,28.25,49.48,7.84,Loamy (Thịt/Phù sa),656.33,28.878196721311475,41.26,16.01,54,2.48188524590164,5.86,22.73
1.3046875,Bandarban,Kharif 1,70.0,Amra,June,June to August,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
0.80681331,Bandarban,Kharif 1,72.5,Aus,March,April to july,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
1.768551237,Bandarban,Kharif 1,67.5,Beans,June,July to Nov,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
2.350230415,Bandarban,Kharif 1,75.0,Chalkumra,March,April to July,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
0.04761904762,Bandarban,Kharif 1,82.5,Dalim,April,No need to do,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
#DIV/0!,Bandarban,Kharif 1,72.5,Date Palm,April,No need to do,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
6.111940299,Bandarban,Kharif 1,70.0,Green Coconut,May,June to August,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
5.916666667,Bandarban,Kharif 1,70.0,Green Papaya,June,June to August,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
0.4223013049,Bandarban,Kharif 1,67.5,Guava,April,No need to do,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
12.53,Bandarban,Kharif 1,82.5,Jack Fruit,April,No need to do,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
0.8695652174,Bandarban,Kharif 1,80.0,Jambura,April,No need to do,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
1.86407767,Bandarban,Kharif 1,80.0,Jhinga,April,May to June,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
#DIV/0!,Bandarban,Kharif 1,75.0,Jute,March,April to Aug,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
1.641666667,Bandarban,Kharif 1,72.5,Kakrol,April,May to July,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
1.238095238,Bandarban,Kharif 1,90.0,Kolmi Shak,March,April to Aug,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
2.362831858,Bandarban,Kharif 1,80.0,Lady’s Finger,April,May to June,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
0.963592233,Bandarban,Kharif 1,72.5,Maize 1,March,April to May,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
0.3238747554,Bandarban,Kharif 1,85.0,Malta,June,June to August,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
1.316308559,Bandarban,Kharif 1,70.0,Mango,April,No need to do,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
1.696850394,Bandarban,Kharif 1,77.5,Mukhi Kachu,April,May to Sep,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
21.8,Bandarban,Kharif 1,80.0,Ripe Papaya,April,No need to do,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
0.2,Bandarban,Kharif 1,70.0,Safeda,April,No need to do,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
0.9417989418,Bandarban,Kharif 1,65.0,Taramind,February,March to April,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
2.012048193,Bandarban,Kharif 1,70.0,Wood Apple,May,June to August,0.405891616684955,0.5130934643098168,2.730393244380164,0.5829153757356096,-598.8461016884278,15.42504534806945,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy (Thịt/Phù sa),1122.24,26.343852459016396,37.14,12.88,24,0.1083606557377049,0.93,42.6
0.9198497182,Barguna,Kharif 1,70.0,Amra,June,June to August,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
1.023665958,Barguna,Kharif 1,72.5,Aus,March,April to july,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
1.45021645,Barguna,Kharif 1,67.5,Beans,June,July to Nov,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
2.122807018,Barguna,Kharif 1,75.0,Chalkumra,March,April to July,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
#DIV/0!,Barguna,Kharif 1,82.5,Dalim,April,No need to do,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
0.376523702,Barguna,Kharif 1,72.5,Date Palm,April,No need to do,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
1.116871921,Barguna,Kharif 1,70.0,Green Coconut,May,June to August,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
0.8094035973,Barguna,Kharif 1,70.0,Green Papaya,June,June to August,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
0.53625171,Barguna,Kharif 1,67.5,Guava,April,No need to do,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
3.945,Barguna,Kharif 1,82.5,Jack Fruit,April,No need to do,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
0.691689008,Barguna,Kharif 1,80.0,Jambura,April,No need to do,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
1.222910217,Barguna,Kharif 1,80.0,Jhinga,April,May to June,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
#DIV/0!,Barguna,Kharif 1,75.0,Jute,March,April to Aug,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
1.272727273,Barguna,Kharif 1,72.5,Kakrol,April,May to July,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
1.695652174,Barguna,Kharif 1,90.0,Kolmi Shak,March,April to Aug,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
2.025,Barguna,Kharif 1,80.0,Lady’s Finger,April,May to June,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
#DIV/0!,Barguna,Kharif 1,72.5,Maize 1,March,April to May,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
#DIV/0!,Barguna,Kharif 1,85.0,Malta,June,June to August,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
3.066439523,Barguna,Kharif 1,70.0,Mango,April,No need to do,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
#DIV/0!,Barguna,Kharif 1,77.5,Mukhi Kachu,April,May to Sep,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
3.773333333,Barguna,Kharif 1,80.0,Ripe Papaya,April,No need to do,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
0.2941176471,Barguna,Kharif 1,70.0,Safeda,April,No need to do,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
0.6355140187,Barguna,Kharif 1,65.0,Taramind,February,March to April,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
0.9375,Barguna,Kharif 1,70.0,Wood Apple,May,June to August,0.2908335256770625,-135.33370022497843,-1233.069847375927,-1241.4329936258018,-1745.5516557107176,18.148823538973865,1012.5961121273994,5.77,28.09,2.86,29.33,48.27,9.82,Loamy (Thịt/Phù sa),875.14,28.4955737704918,35.98,18.28,5,2.7315573770491803,5.38,30.71
4.071058475,Barishal,Kharif 1,70.0,Amra,June,June to August,0.2843704036936797,-17.88813545547033,-1696.8697474475423,-1753.024112121444,-1301.1743276096397,14.378429688984028,959.512963861418,5.59,40.9,2.69,28.4,46.05,15.2,Loamy (Thịt/Phù sa),1000.13,28.220245901639345,37.02,17.22,16,3.0311475409836066,6.44,35.44
0.7564793488,Barishal,Kharif 1,72.5,Aus,March,April to july,0.2843704036936797,-17.88813545547033,-1696.8697474475423,-1753.024112121444,-1301.1743276096397,14.378429688984028,959.512963861418,5.59,40.9,2.69,28.4,46.05,15.2,Loamy (Thịt/Phù sa),1000.13,28.220245901639345,37.02,17.22,16,3.0311475409836066,6.44,35.44
2.057291667,Barishal,Kharif 1,67.5,Beans,June,July to Nov,0.2843704036936797,-17.88813545547033,-1696.8697474475423,-1753.024112121444,-1301.1743276096397,14.378429688984028,959.512963861418,5.59,40.9,2.69,28.4,46.05,15.2,Loamy (Thịt/Phù sa),1000.13,28.220245901639345,37.02,17.22,16,3.0311475409836066,6.44,35.44
2.041002278,Barishal,Kharif 1,75.0,Chalkumra,March,April to July,0.2843704036936797,-17.88813545547033,-1696.8697474475423,-1753.024112121444,-1301.1743276096397,14.378429688984028,959.512963861418,5.59,40.9,2.69,28.4,46.05,15.2,Loamy (Thịt/Phù sa),1000.13,28.220245901639345,37.02,17.22,16,3.0311475409836066,6.44,35.44
