AP_Ratio,District,Season,Avg_Humidity,Crop_Name,Transplant,Growth,NDVI,EVI,LAI,FPAR,Soil_Moisture_mm,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Silt,CN_Ratio,Dominant_Soil_Texture,Rainfall,Temp_Mean,Temp_Max,Temp_Min,Heat_Stress_Days,Wind_Mean,Wind_Max,Rain_Temp_Ratio,LST_C
3.144730001,Jashore,Kharif 2,85.0,Radish,October,Nov To Feb,0.457663,0.755132,1.522458,0.0435642,27.285281,775.258166,5.91,21.03,1.98,30.5,51.48,10.6,Loamy,1031.78,27.43574,34.44,17.91,1,2.224321,7.42,37.61,25.738443000000014
4.600093695,Sunamganj,Rabi,77.5,Sweet Potato,November,Dec To March,0.422358,0.727279,1.529244,0.0365229,10.161421,863.75406,5.5,19.45,2.35,28.8,30.88,8.27,Loamy,94.86,18.013104,31.14,9.78,0,1.195339,3.82,5.27,17.136738000000037
1.333333333,Joypurhat,Kharif 2,80.0,Jamrul,June,July To August,0.461457,0.733493,1.692823,0.0382926,25.379698,755.5575616431244,6.43,14.77,1.39,37.87,40.91,10.62,Loamy,783.3,27.9830081300813,35.83,17.28,4,2.051056910569106,7.97,27.99,27.534828000000005
4.293478842,Shariatpur,Kharif 1,72.5,Amra,June,June To August,0.339867,0.614985,1.209172,0.0284223,30.706504,871.9654,5.3,21.51,2.31,30.21,44.22,9.31,Loamy,914.67,26.933213,36.03,16.48,34,2.80616,6.66,33.96,25.485971000000006
2.793496221,Rajbari,Rabi,57.5,Maize 2,December,Jan To March,0.461512,0.760817,1.508874,0.0396952,9.675787,836.929344,6.07,20.99,1.68,31.74,50.04,12.46,Loamy,97.66,19.771522,30.17,7.4,0,1.453074,4.76,4.94,19.778572999999994
1.011174831,Chuadanga,Kharif 1,82.5,Dalim,April,No Need To Do,0.446707,0.736881,1.504455,0.0384284,27.00177,757.080738,6.44,16.08,1.3,42.47,43.48,12.39,Clayey,390.55,31.611952,43.89,14.95,73,2.780325,7.0,12.35,29.478473000000008
3.267633431,Chandpur,Rabi,82.5,Sweet Potato,November,Dec To March,0.39842,0.694951,1.097692,0.0335393,10.871309,796.042901,5.6,32.11,3.34,33.34,39.66,9.61,Loamy,132.78,18.668214,27.85,9.17,0,1.574684,4.94,7.11,16.977567000000022
3.845345345,Faridpur,Kharif 2,77.5,Cauliflower,September,Nov To Jan,0.394942,0.694794,1.484457,0.0267326,25.720732,775.9917718550253,5.74,23.42,1.95,30.59,47.98,12.0,Loamy,1135.85,27.829837398373986,33.44,19.14,0,2.1730081300813007,8.05,40.81,27.419291000000044
0.350529812,Narayanganj,Kharif 2,77.5,Rape & Mustard,October,Nov To Feb,0.419079,0.711749,1.078753,0.0357078,23.261811,892.418742,5.4,26.4,1.81,34.8,36.51,14.6,Loamy,1093.64,28.476223,30.48,18.7,3,2.171675,7.84,38.4,29.29054500000001
1.379904887,Sherpur,Kharif 2,75.0,Barbati,September,Oct To Dec,0.457132,0.738008,1.614736,0.0428297,23.857919,796.268571,6.07,16.83,1.37,31.47,39.48,12.24,Loamy,1170.87,28.574483,37.36,17.8,1,1.934236,6.84,40.97,29.35376300000001
3.357602013,Gaibandha,Rabi,60.0,Chili,October,Nov To March,0.339343,0.625614,0.82552,0.0218367,9.369451,975.1545,5.72,14.08,1.28,31.45,39.41,10.99,Loamy,83.99,19.0178,31.28,8.26,0,1.19781,4.4,4.42,18.082288000000005
16.67605634,Dhaka,Kharif 1,82.5,Jack Fruit,April,No Need To Do,0.312767,0.559594,1.070968,0.0243034,26.087629,1029.2200406180193,5.48,17.23,1.47,35.84,31.12,11.71,Loamy,1043.06,28.513934426229508,40.93,15.5,46,2.537540983606557,6.3,36.58,24.840507
4.265027322,Naogaon,Kharif 2,70.0,Puishak,August,Sep To Jan,0.422241,0.70297,1.427856,0.0382764,26.452489,715.3122681658049,6.67,15.57,1.26,42.98,37.9,12.35,Clayey,783.3,27.9830081300813,35.83,17.28,4,2.051056910569106,7.97,27.99,28.353193000000037
26.332553851,Lakshmipur,Kharif 1,72.5,Amra,June,June To August,0.30581,0.558772,1.094078,0.0231495,24.649158,770.42744,5.54,35.02,3.97,32.97,35.03,8.82,Loamy,923.0,27.800757,39.34,15.54,36,2.727983,6.44,33.2,24.860856000000013
0.729595175,Cumilla,Kharif 1,80.0,Dalim,April,No Need To Do,0.353051,0.611708,1.004318,0.0280935,26.736295,743.467772,5.39,16.92,1.53,36.42,37.55,11.07,Loamy,999.47,30.844993,39.1,13.76,38,2.503538,5.99,32.4,30.66300200000001
1.726331695,Brahmanbaria,Kharif 2,82.5,Shalgom,September,Oct To Nov,0.316522,0.576472,0.744485,0.0193647,26.333285,786.480652,5.38,25.22,2.8,34.52,37.85,8.99,Loamy,1046.64,27.5324,32.46,17.79,0,1.566307,5.8,38.01,27.02255200000002
1.386363636,Bagerhat,Rabi,87.5,Karala,February,March To July,0.590718,0.88558,2.526285,0.0520772,12.42565,560.4940229941045,5.73,35.62,4.54,28.25,49.48,7.84,Loamy,220.43,19.631500000000003,30.58,8.35,0,1.4529166666666666,4.33,11.23,19.262106000000017
2.212066902,Netrokona,Kharif 1,72.5,Kakrol,April,May To July,0.077584,0.18934,0.069579,0.0004081,27.219333,916.765689,5.8,17.79,1.89,29.93,34.5,9.41,Loamy,1923.93,26.664483,38.2,14.76,15,1.925402,6.09,72.15,25.697604000000013
2.174348697,Chuadanga,Kharif 1,80.0,Jhinga,April,May To June,0.314086,0.573117,1.245733,0.0226566,25.570331,795.2078911507348,6.47,16.55,1.33,42.32,43.43,12.43,Clayey,392.57,29.830081967213115,44.7,14.82,79,2.6054918032786887,6.9,13.16,28.832652
2.342857143,Lalmonirhat,Rabi,80.0,Danta,March,April To Aug,0.372722,0.661956,1.345197,0.0271822,7.735294,887.7887755558335,5.71,15.57,1.87,31.11,29.93,8.32,Loamy,82.39,18.50783333333333,29.15,7.75,0,1.2979166666666666,6.09,4.45,18.748505000000023
3.341044845,Cumilla,Kharif 2,80.0,Betelnut,July,Aug To Jan,0.548342,0.829073,2.031046,0.0517316,29.631437,758.198091,5.35,17.67,1.47,37.92,38.29,11.99,Loamy,1103.05,27.890267,33.75,17.8,0,1.721773,6.2,39.55,24.81127700000002
3.914150701,Sirajganj,Kharif 1,75.0,Jute,March,April To Aug,0.249467,0.488218,0.813655,0.0142064,25.92908,985.023635,6.12,22.21,1.34,40.41,37.03,16.58,Clayey,1046.01,29.024595,39.06,15.62,37,2.298559,6.98,36.04,28.24502100000001
1.86407767,Bandarban,Kharif 1,80.0,Jhinga,April,May To June,0.418789,0.6925,1.401103,0.0329946,28.964803,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy,1122.24,26.3438524590164,37.14,12.88,24,0.1083606557377049,0.93,42.6,24.386581000000035
9.875041182,Kishoreganj,Kharif 2,65.0,Sugarcane,October,Nov To Aug,0.222204,0.450786,0.728665,0.0153391,26.640163,913.655222,5.55,17.05,1.45,31.9,34.38,11.76,Loamy,1321.69,28.793138,35.89,18.18,0,1.777746,6.61,45.9,24.91564600000004
1.07875973,Thakurgaon,Kharif 1,72.5,Aus,March,April To July,0.336862,0.596557,0.925164,0.0240977,29.624687,882.8065724035296,5.47,17.8,1.44,36.8,30.17,12.35,Loamy,1043.06,28.513934426229508,40.93,15.5,46,2.537540983606557,6.3,36.58,26.91026200000005
1.264881575,Dinajpur,Rabi,75.0,Lal Shak,September,Oct To Nov,0.379652,0.676988,1.226872,0.0256423,11.686244,749.662703,6.46,14.59,1.24,35.28,41.75,11.78,Loamy,69.83,17.783044,29.72,7.3,0,1.446559,7.44,3.93,17.230098999999996
2.362831858,Bandarban,Kharif 1,80.0,Lady’s Finger,April,May To June,0.387665,0.662626,0.929622,0.0303362,26.510883,871.7745668248141,5.45,18.91,1.99,29.82,31.59,9.5,Loamy,1122.24,26.3438524590164,37.14,12.88,24,0.1083606557377049,0.93,42.6,23.39340500000003
1.384064845,Feni,Kharif 1,70.0,Beans,June,July To Nov,0.260667,0.497215,0.893599,0.0157874,28.609967,854.161525,5.4,19.48,1.52,38.83,34.2,12.77,Loamy,1098.58,27.69679,38.54,13.79,9,2.247231,6.47,39.66,28.36579500000005
0.4127806563,Brahmanbaria,Rabi,45.0,Sesame,November,Dec To Jan,0.384558,0.690185,1.279153,0.0287059,7.735383,863.2480392790355,5.49,25.69,2.83,33.81,38.55,9.07,Loamy,70.13,19.586666666666662,30.32,9.05,0,1.0854166666666667,3.64,3.58,16.731502000000035
1.127252693,Chapai Nawabganj,Kharif 2,72.5,Aman,June,July To Oct,0.454857,0.762466,1.471119,0.0410889,23.436257,745.5128181275109,6.92,13.2,1.17,37.53,42.92,11.27,Loamy,667.02,28.46113821138212,37.9,17.77,17,2.312439024390244,8.68,23.44,23.37260900000001
15.23469388,Khulna,Kharif 2,75.0,Green Palmyra,April,No Need To Do,0.445471,0.752555,1.400901,0.040481,25.367382,682.1590194281182,5.95,40.92,3.75,32.45,51.21,10.91,Loamy,1080.92,27.73634146341464,34.2,18.34,0,2.0617073170731706,7.47,38.97,24.73528000000005
14.69230769,Gopalganj,Rabi,60.0,Palmyra Palm,September,Oct To Nov,0.536592,0.818916,1.906711,0.0520524,12.858716,633.1070745028946,5.56,34.91,2.99,29.61,47.24,11.67,Loamy,149.59,19.406916666666667,30.54,7.96,0,1.3698333333333332,4.8,7.71,19.09553
1.646267596,Gopalganj,Kharif 2,85.0,Shalgom,September,Oct To Nov,0.475118,0.770516,1.611622,0.0377159,29.818243,736.243785,5.44,34.9,2.96,30.59,45.34,11.77,Loamy,1241.66,28.524269,30.52,17.77,0,2.266593,7.34,43.53,24.522559
1.383577943,Rangamati,Kharif 1,72.5,Date Palm,April,No Need To Do,0.417051,0.711057,1.520061,0.0301856,25.368896,634.128637,5.3,17.43,1.31,29.74,36.01,13.25,Loamy,1120.51,28.429129,36.74,15.44,9,2.755832,6.64,39.41,25.84083400000003
3.809978682,Chuadanga,Kharif 2,87.5,Radish,October,Nov To Feb,0.392963,0.682927,1.162358,0.0306349,27.043823,744.917015,6.59,16.45,1.38,42.6,43.61,11.9,Clayey,849.45,27.890503,34.39,17.34,3,2.151549,8.28,30.46,26.018197000000043
7.039735099,Rajshahi,Kharif 2,75.0,Green Palmyra,April,No Need To Do,0.436538,0.728018,1.431217,0.0380155,23.341161,755.9178007491287,6.5,17.93,1.27,44.25,36.96,14.11,Clayey,772.89,28.147723577235773,36.56,17.79,8,2.2247154471544714,8.45,27.46,27.699956000000043
3.420117336,Bogura,Kharif 2,72.5,Patal,August,Sep To Jan,0.349822,0.611801,0.854955,0.0243097,23.338029,917.339426,6.33,15.34,1.29,36.34,41.38,11.88,Loamy,914.22,29.44763,33.62,19.55,1,2.141425,7.63,31.04,28.800217000000032
2.338206628,Rajshahi,Kharif 2,70.0,Palong Shak,August,Sep To Jan,0.337853,0.600127,0.860671,0.0238164,25.144799,755.9178007491287,6.5,17.93,1.27,44.25,36.96,14.11,Clayey,772.89,28.147723577235773,36.56,17.79,8,2.2247154471544714,8.45,27.46,25.27908100000002
17.549643592,Rajbari,Rabi,57.5,Palmyra Palm,September,Oct To Nov,0.507042,0.808695,1.930625,0.0420505,10.191726,831.585081,5.93,21.32,1.72,32.74,50.16,12.38,Loamy,98.07,18.920992,28.21,7.36,0,1.374767,5.28,5.18,16.70507200000003
0.375,Meherpur,Kharif 2,35.0,Arhar,August,Sep To Oct,0.398748,0.683094,1.584615,0.0286315,26.019098,737.1903838356752,6.61,14.16,1.25,37.82,44.58,11.32,Loamy,762.83,28.1239837398374,36.28,18.19,9,2.270813008130081,8.43,27.12,27.70357100000001
2.525543831,Moulvibazar,Kharif 2,72.5,Patal,August,Sep To Jan,0.42115,0.718941,1.571258,0.0355582,27.393101,576.5795702892858,5.53,18.11,2.71,27.69,32.55,6.68,Loamy,1626.4,27.889105691056912,35.28,17.48,2,1.23,5.03,58.31,27.255728000000037
4.940017097,Panchagar,Kharif 1,75.0,Jute,March,April To Aug,0.350478,0.616393,1.094256,0.0269395,27.822339,876.4432697540432,5.85,17.03,1.69,24.59,40.01,10.07,Loamy,1568.31,27.17926229508197,37.17,14.66,17,1.619344262295082,6.43,57.7,25.66651100000001
1.194262285,Munshiganj,Kharif 2,70.0,Patal,August,Sep To Jan,0.307818,0.572017,0.677599,0.029064,24.755451,847.040569,5.5,18.62,1.77,36.08,37.17,10.49,Loamy,1098.38,29.64553,32.77,18.93,2,2.305065,7.92,37.05,30.797954000000004
2.627088448,Rangamati,Kharif 1,77.5,Mukhi Kachu,April,May To Sep,0.336158,0.618274,1.040078,0.0240321,27.344617,659.363494,5.58,17.18,1.32,30.05,36.56,13.02,Loamy,1172.4,26.442935,35.61,15.57,5,3.0348,6.62,44.34,24.351725000000044
2.057692308,Bhola,Kharif 1,80.0,Jhinga,April,May To June,0.235029,0.45879,0.612071,0.0126314,25.56877,925.6032514459698,5.57,20.69,2.03,31.66,41.22,10.19,Loamy,1663.21,28.106803278688528,33.74,19.66,0,3.684180327868853,7.13,59.17,28.207086000000004
2.644827586,Rangamati,Kharif 1,77.5,Mukhi Kachu,April,May To Sep,0.347513,0.613185,1.021147,0.0243588,26.251168,844.8319732818987,5.48,17.42,1.3,29.9,35.75,13.39,Loamy,1205.62,27.631311475409834,36.72,15.16,4,2.856229508196721,6.45,43.63,28.89056800000003
2.807244166,Khagrachari,Kharif 2,85.0,Radish,October,Nov To Feb,0.588218,0.881124,2.833544,0.0501017,25.788593,622.483709,5.39,16.36,1.51,31.38,37.52,10.86,Loamy,1350.93,26.198435,40.37,16.58,12,0.095844,0.87,51.56,20.91549600000002
11.0,Narsingdi,Kharif 2,80.0,Jamrul,June,July To August,0.438964,0.747334,1.821748,0.0426232,25.209091,736.8481399688882,5.42,19.27,1.65,35.11,33.69,11.67,Loamy,1137.55,27.810325203252034,33.68,18.24,0,1.992032520325204,7.4,40.9,27.24913600000002
2.979340579,Bagerhat,Rabi,60.0,Pumpkin,September,Oct To Nov,0.526712,0.823046,1.964872,0.0479999,13.530906,662.431632,5.98,35.87,4.59,28.91,46.81,7.81,Loamy,203.12,17.985453,30.66,8.8,0,1.453587,4.28,11.29,17.43767200000002
2.525543831,Sunamganj,Kharif 1,70.0,Safeda,April,No Need To Do,0.090735,0.204833,0.295273,0.0032167,31.256718,856.233624,5.56,19.96,2.4,29.46,30.32,8.3,Loamy,3327.9,27.94786,36.92,15.24,3,1.726364,6.47,119.07,28.50907000000001
0.1578947368,Noakhali,Kharif 2,75.0,Rape & Mustard,October,Nov To Feb,0.40676,0.691638,1.51564,0.0361123,27.192173,647.9486594145635,5.42,28.22,1.98,35.19,37.68,14.25,Loamy,1533.16,28.594471544715446,32.77,21.78,0,3.784227642276423,12.92,53.62,29.293012000000036
28.87491695,Natore,Kharif 1,85.0,Jack Fruit,April,No Need To Do,0.417016,0.713523,1.402917,0.0383844,25.651976,818.211314,6.51,15.98,1.27,45.32,32.78,12.6,Clayey,433.48,28.783682,42.95,15.31,72,2.370174,6.43,15.06,26.704477
8.777777778,Madaripur,Kharif 1,70.0,Green Papaya,June,June To August,0.367362,0.634227,1.21515,0.0309994,25.20261,1095.3046972217842,5.58,28.76,3.49,30.84,43.87,8.24,Loamy,668.3100000000001,28.977213114754097,42.19,15.6,56,2.5653278688524592,6.27,23.06,27.020252000000028
2.81061599,Cumilla,Rabi,60.0,Boroi,November,No Need To Do,0.509942,0.804667,1.660556,0.0460857,10.339179,676.0413020644064,5.4,17.5,1.5,36.98,37.43,11.66,Loamy,73.68,19.19066666666667,30.34,8.36,0,1.0931666666666666,3.32,3.84,17.925891000000036
0.4986324978,Pabna,Kharif 2,90.0,Lentil,October,Nov To Feb,0.386852,0.676045,0.941175,0.0281293,22.976595,795.6505658138942,6.12,17.83,1.33,38.53,44.02,13.4,Loamy,984.86,27.91,34.38,19.25,0,2.2982113821138213,8.54,35.29,27.410064000000038
1.960334029,Panchagar,Kharif 2,70.0,Palong Shak,August,Sep To Jan,0.442315,0.754195,1.709503,0.037981,27.643114,603.8437038808934,5.85,17.03,1.69,24.59,40.01,10.07,Loamy,1342.09,27.18967479674797,33.52,17.55,0,1.518130081300813,4.56,49.36,29.05722800000001
2.419554971,Netrokona,Kharif 2,85.0,Radish,October,Nov To Feb,0.264224,0.510504,0.754653,0.0120273,28.480794,855.58296,5.55,18.23,1.82,29.29,34.62,10.04,Loamy,1445.89,27.086263,35.17,19.82,0,1.582427,5.55,53.38,25.489228000000026
2.886666667,Naogaon,Kharif 1,80.0,Jhinga,April,May To June,0.266313,0.535074,0.711398,0.0150827,25.434599,1078.3431185309885,6.67,15.57,1.26,42.98,37.9,12.35,Clayey,596.69,29.1905737704918,42.27,13.63,68,2.2068032786885245,6.02,20.44,26.59434600000003
1.573023376,Jamalpur,Kharif 2,82.5,Betelnut,July,Aug To Jan,0.437738,0.729526,1.584524,0.0347982,26.07585,923.830387,6.05,15.96,1.54,29.64,40.96,10.38,Loamy,1088.43,26.874206,33.47,18.69,1,1.943637,7.05,40.5,25.051957000000016
1.667410966,Madaripur,Rabi,72.5,Boro,November,Dec To March,0.4622,0.740224,1.818989,0.0372865,12.409624,867.06975,5.56,27.59,3.6,30.67,43.48,7.66,Loamy,139.04,20.818103,32.85,8.02,0,1.308571,4.64,6.68,18.57686200000001
2.358974359,Gaibandha,Kharif 2,75.0,Cucumber,September,Nov To March,0.369917,0.650665,1.234294,0.0303469,25.24794,775.7867248374893,5.9,14.23,1.28,31.83,39.21,11.11,Loamy,1091.34,27.750406504065044,34.86,18.48,0,1.954471544715448,6.82,39.33,26.043676000000005
2.525543831,Noakhali,Rabi,70.0,Ginger,October,Nov To March,0.441245,0.727046,1.613982,0.0356024,10.523701,742.736121,5.42,28.07,1.97,33.86,37.35,14.27,Loamy,111.43,21.017248,31.21,12.28,0,2.661295,7.32,5.3,19.21065300000004
2.525543831,Mymensingh,Kharif 1,72.5,Maize 1,March,April To May,0.249602,0.510232,0.48573,0.0140296,28.545796,902.6254778032315,5.8,16.9,1.64,28.89,39.69,10.3,Loamy,1997.22,27.314098360655738,37.3,15.39,15,1.924918032786885,6.08,73.12,26.42862500000001
3.889278694,Mymensingh,Kharif 1,77.5,Jambura,April,No Need To Do,0.291089,0.535339,1.0307,0.0182878,30.073816,782.232293,5.79,17.15,1.63,29.1,39.33,10.52,Loamy,2011.42,26.760689,39.81,15.61,16,1.978524,6.31,75.16,24.922668000000044
1.9168,Khagrachari,Rabi,87.5,Karala,February,March To July,0.707759,0.987153,3.783398,0.0696237,14.442919,505.3143142068211,5.43,16.62,1.52,30.93,37.58,10.93,Loamy,86.44,19.02883333333333,33.14,7.85,0,0.3234166666666667,1.04,4.54,15.636595
2.525543831,Narail,Kharif 1,72.5,Maize 1,March,April To May,0.31445,0.577205,1.050222,0.0251805,28.27668,786.84179,5.89,14.13,1.38,29.63,36.5,10.2,Loamy,2011.26,28.387373,37.75,16.83,16,1.920963,6.29,70.85,28.337928000000037
4.471264368,Shariatpur,Kharif 2,80.0,Jamrul,June,July To August,0.462492,0.762685,1.568152,0.0351709,26.602892,757.6720968698111,5.51,21.26,2.27,30.69,44.38,9.36,Loamy,1311.38,27.853658536585368,32.95,19.15,0,2.389512195121952,7.82,47.08,29.43302400000005
7.804532578,Thakurgaon,Kharif 2,75.0,Cabbage,September,Oct To Jan,0.448908,0.740627,1.841531,0.0371842999999999,25.337581,690.5248755215079,5.47,17.8,1.44,36.8,30.17,12.35,Loamy,1137.55,27.810325203252034,33.68,18.24,0,1.992032520325204,7.4,40.9,26.884735000000035
0.5173427057,Rajbari,Kharif 2,90.0,Lentil,October,Nov To Feb,0.374852,0.652647,1.149394,0.0298713,27.284495,789.1933034717302,5.91,20.73,1.69,32.21,49.63,12.26,Loamy,996.2,27.804227642276423,34.21,18.74,0,2.1582926829268296,7.83,35.83,27.454702
2.550948976,Bogura,Rabi,82.5,Danta Shak,March,April To Aug,0.357182,0.633108,1.139029,0.0288586,11.479089,921.374441,6.47,15.45,1.31,37.3,41.87,11.8,Loamy,83.76,19.860467,31.1,8.05,0,1.349064,6.89,4.22,17.891907000000003
3.818673908,Rajbari,Kharif 2,62.5,Oal Kachu,September,Oct To Dec,0.356706,0.628766,1.308865,0.0274772,25.367376,824.278784,6.05,21.32,1.63,32.7,50.86,13.09,Loamy,962.9,27.14291,34.06,18.49,0,1.956219,7.51,35.47,28.10597100000001
28.0938607,Gopalganj,Kharif 2,77.5,Jamrul,June,July To August,0.591852,0.911853,2.357047,0.0529799,24.631869,711.792898,5.64,33.32,2.91,29.64,48.84,11.46,Loamy,1199.21,27.664772,32.44,19.3,0,2.227364,7.53,43.35,28.03690700000004
1.172931779,Cumilla,Kharif 2,72.5,Patal,August,Sep To Jan,0.471844,0.767319,1.898527,0.0338464,23.965085,753.634599,5.37,17.19,1.53,36.78,36.36,11.25,Loamy,1040.64,27.426507,32.35,18.63,0,1.568305,5.85,37.94,23.168071999999995
1.841369828,Habiganj,Rabi,87.5,Karala,February,March To July,0.360694,0.650085,1.107162,0.0245303,8.76759,878.630317,5.68,23.82,2.22,30.34,33.85,10.73,Loamy,82.7,18.088129,29.01,8.72,0,0.996994,4.39,4.57,16.67227600000001
3.074074074,Natore,Kharif 1,70.0,Amra,June,June To August,0.395259,0.663542,1.474427,0.0317989,24.124682,960.0138522252588,6.41,16.25,1.26,44.98,34.37,12.89,Clayey,471.39,29.696393442622952,42.83,14.55,72,2.339508196721312,6.74,15.87,27.946707000000004
4.041841004,Shariatpur,Kharif 2,70.0,Puishak,August,Sep To Jan,0.385712,0.672105,1.255818,0.0241432,26.595231,757.6720968698111,5.51,21.26,2.27,30.69,44.38,9.36,Loamy,1311.38,27.853658536585368,32.95,19.15,0,2.389512195121952,7.82,47.08,27.67050600000005
1.227513228,Jashore,Rabi,55.0,Wheat,December,Jan To March,0.502375,0.814326,2.038858,0.0448021,9.367419,652.1753130979866,6.07,21.41,2.02,31.11,52.43,10.59,Loamy,127.01,19.33708333333333,30.76,7.52,0,1.347,4.74,6.57,18.155215
